,ons_code,euref,mp_x,constituency,revoke_sign_count,nodeal_sign_count,election,electorate,majority,resultOfElection,turnout,mp_name,mp_name_match,iv2_e,mp_y,iv2_c,iv2_d,iv2_g,iv1_b,iv1_d,iv1_h,iv1_j,iv1_k,iv1_l,iv1_m,iv1_o,mv3,mv2,mv1
302,W07000042,0.544088866,Rt Hon David Hanson MP,Delyn,3934,649,2017 General Election,54090,4240,Lab Hold,39418,David Hanson,71.0,AyeVote,David Hanson,AyeVote,AyeVote,,NoVote,AyeVote,NoVote,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
303,E14000880,0.5440523532,Luke Pollard MP,"Plymouth, Sutton and Devonport",8827,1088,2017 General Election,76584,6807,Lab Gain,51208,Luke Pollard,89.0,AyeVote,Luke Pollard,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
304,E14001051,0.5436750207863167,Eleanor Smith MP,Wolverhampton South West,3936,491,2017 General Election,59971,2185,Lab Hold,42346,Eleanor Smith,90.0,AyeVote,Eleanor Smith,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
305,E14000685,0.543458993,Mims Davies MP,Eastleigh,7696,943,2017 General Election,81212,14179,Con Hold,57280,Mims Davies,88.0,NoVote,Mims Davies,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
306,E14000662,0.542503796,Chris Williamson MP,Derby North,6421,806,2017 General Election,69919,2015,Lab Gain,48672,Chris Williamson,91.0,NoVote,Chris Williamson,AyeVote,,,,NoVote,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote
307,E14000681,0.541993428,Mr Sam Gyimah MP,East Surrey,9517,1168,2017 General Election,82004,23914,Con Hold,59203,Mr Sam Gyimah,90.0,AyeVote,Mr Sam Gyimah,,,,NoVote,,,,NoVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
308,E14001057,0.541988663,Rt Hon Ben Wallace MP,Wyre and Preston North,5265,894,2017 General Election,72319,12246,Con Hold,52646,Mr Ben Wallace,69.0,NoVote,Mr Ben Wallace,NoVote,NoVote,NoVote,AyeVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
309,E14000603,0.54100848,Rt Hon Keith Simpson MP,Broadland,6564,969,2017 General Election,77334,15816,Con Hold,55971,Mr Keith Simpson,72.0,NoVote,Mr Keith Simpson,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
310,E14000782,0.540619991,Rt Hon Keith Vaz MP,Leicester East,3048,291,2017 General Election,77788,22428,Lab Hold,52424,Keith Vaz,64.0,AyeVote,Keith Vaz,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
311,E14000930,0.54056915,Mr Tanmanjeet Singh Dhesi MP,Slough,5618,485,2017 General Election,83272,16998,Lab Hold,54295,Mr Tanmanjeet Singh Dhesi,94.0,AyeVote,Mr Tanmanjeet Singh Dhesi,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
312,E14000918,0.540405142,Rt Hon Sir Michael Fallon MP,Sevenoaks,8851,992,2017 General Election,71565,21917,Con Hold,51218,Sir Michael Fallon,78.0,NoVote,Sir Michael Fallon,NoVote,NoVote,NoVote,NoVote,,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
313,E14000946,0.540262007,James Cartlidge MP,South Suffolk,6824,1023,2017 General Election,75485,17749,Con Hold,54235,James Cartlidge,91.0,NoVote,James Cartlidge,NoVote,AyeVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
314,W07000069,0.54015405,Christina Rees MP,Neath,3283,646,2017 General Election,55862,12631,Lab Hold,38285,Christina Rees,90.0,AyeVote,Christina Rees,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
315,E14000613,0.539924714,Jo Churchill MP,Bury St Edmunds,8248,1075,2017 General Election,86071,18441,Con Hold,62160,Jo Churchill,89.0,NoVote,Jo Churchill,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
316,E14001001,0.538913636,Dr Sarah Wollaston MP,Totnes,9285,1009,2017 General Election,68914,13477,Con Hold,50270,Dr Sarah Wollaston,92.0,AyeVote,Dr Sarah Wollaston,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
317,E14000909,0.538778694,Rt Hon Sir Alan Duncan MP,Rutland and Melton,7502,1034,2017 General Election,78463,23104,Con Hold,57569,Sir Alan Duncan,75.0,NoVote,Sir Alan Duncan,AyeVote,,NoVote,NoVote,,,,NoVote,AyeVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
318,E14000570,0.5372925725441476,Kate Hollern MP,Blackburn,2670,680,2017 General Election,70664,20368,Lab Hold,47515,Kate Hollern,89.0,AyeVote,Kate Hollern,AyeVote,AyeVote,,,AyeVote,,AyeVote,AyeVote,,AyeVote,,NoVote,NoVote,NoVote
319,E14000584,0.536906946,Rt Hon Tobias Ellwood MP,Bournemouth East,8609,966,2017 General Election,74591,7937,Con Hold,48618,Mr Tobias Ellwood,73.0,NoVote,Mr Tobias Ellwood,AyeVote,NoVote,NoVote,,,,,,,,,AyeVote,AyeVote,AyeVote
320,E14000682,0.536814482,Tim Loughton MP,East Worthing and Shoreham,9193,882,2017 General Election,75525,5106,Con Hold,53117,Tim Loughton,89.0,NoVote,Tim Loughton,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote
321,E14001052,0.5367724331,Mr Robin Walker MP,Worcester,7320,809,2017 General Election,73893,2508,Con Hold,51423,Mr Robin Walker,91.0,NoVote,Mr Robin Walker,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
322,E14000611,0.536670312,James Frith MP,Bury North,5072,841,2017 General Election,67580,4375,Lab Gain,47903,James Frith,88.0,AyeVote,James Frith,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
323,W07000056,0.536570798,,Newport West,5372,565,2017 General Election,64399,5658,Lab Hold,43438,,,,,,,,,,,,,,,,,,
324,E14000990,0.536487467,Mr Laurence Robertson MP,Tewkesbury,7968,1076,2017 General Election,81440,22574,Con Hold,59084,Mr Laurence Robertson,93.0,NoVote,Mr Laurence Robertson,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
325,E14001026,0.536303482,James Heappey MP,Wells,9178,1076,2017 General Election,82451,7582,Con Hold,60843,James Heappey,90.0,NoVote,James Heappey,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
326,E14000545,0.53598782,Rt Hon Maria Miller MP,Basingstoke,8224,973,2017 General Election,81875,9466,Con Hold,55960,Mrs Maria Miller,68.0,NoVote,Mrs Maria Miller,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
327,S14000007,0.535944111,David Duguid MP,Banff and Buchan,3399,632,2017 General Election,67601,3693,Con Gain,41643,David Duguid,89.0,NoVote,David Duguid,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
328,E14000911,0.5359345748349591,Rebecca Long Bailey MP,Salford and Eccles,8949,737,2017 General Election,78080,19132,Lab Hold,47619,Rebecca Long Bailey,93.0,AyeVote,Rebecca Long Bailey,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
329,E14000665,0.535341945,Rt Hon Claire Perry MP,Devizes,7230,1112,2017 General Election,72184,21136,Con Hold,50593,Claire Perry,71.0,,Claire Perry,,,,,,,,,,,,AyeVote,AyeVote,AyeVote
330,E14000757,0.534889703,Mr Jonathan Djanogly MP,Huntingdon,8958,1081,2017 General Election,84273,14475,Con Hold,59720,Mr Jonathan Djanogly,93.0,NoVote,Mr Jonathan Djanogly,AyeVote,AyeVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote
331,E14000841,0.534376055,Rt Hon Alistair Burt MP,North East Bedfordshire,8775,1104,2017 General Election,87505,20862,Con Hold,64220,Alistair Burt,72.0,,Alistair Burt,AyeVote,,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote,,,NoVote,AyeVote,AyeVote,AyeVote
332,E14000931,0.5334830853417555,Julian Knight MP,Solihull,6804,875,2017 General Election,77789,20571,Con Hold,56748,Julian Knight,90.0,NoVote,Julian Knight,NoVote,,NoVote,,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
333,E14000942,0.533380204,Rt Hon Andrea Leadsom MP,South Northamptonshire,9124,1265,2017 General Election,85759,22840,Con Hold,64998,Andrea Leadsom,74.0,,Andrea Leadsom,,,,,,,,,,,,AyeVote,AyeVote,AyeVote
334,E14000766,0.533250952528061,John Grogan MP,Keighley,6298,1004,2017 General Election,71429,239,Lab Gain,51714,John Grogan,88.0,AyeVote,John Grogan,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
335,E14000759,0.533092042,Wes Streeting MP,Ilford North,6544,439,2017 General Election,70791,9639,Lab Hold,52941,Wes Streeting,90.0,AyeVote,Wes Streeting,,,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
336,E14000781,0.532661381,Rachel Reeves MP,Leeds West,6704,773,2017 General Election,67955,15965,Lab Hold,42229,Rachel Reeves,90.0,AyeVote,Rachel Reeves,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
337,E14000586,0.532448746,Dr Phillip Lee MP,Bracknell,8350,1029,2017 General Election,79199,16016,Con Hold,55892,Dr Phillip Lee,90.0,AyeVote,Dr Phillip Lee,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
338,W07000067,0.532082359,Jonathan Edwards MP,Carmarthen East and Dinefwr,4327,709,2017 General Election,55976,3908,PC Hold,41029,Jonathan Edwards,91.0,AyeVote,Jonathan Edwards,,AyeVote,AyeVote,NoVote,AyeVote,,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
339,E14000928,0.531871441,Rt Hon Julian Smith MP,Skipton and Ripon,8024,1113,2017 General Election,78104,19985,Con Hold,58138,Julian Smith,71.0,,Julian Smith,,,,,,,,,,,,AyeVote,AyeVote,AyeVote
340,E14000614,0.5316421306437098,Craig Whittaker MP,Calder Valley,8703,1129,2017 General Election,79045,609,Con Hold,58054,Craig Whittaker,91.0,NoVote,Craig Whittaker,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote
341,N06000009,0.5309208080307349,Rt Hon Sir Jeffrey M. Donaldson MP,Lagan Valley,6103,662,2017 General Election,72380,19229,DUP Hold,44926,Sir Jeffrey M. Donaldson,83.0,NoVote,Sir Jeffrey M. Donaldson,NoVote,NoVote,NoVote,,,,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
342,E14000822,0.53081404,Iain Stewart MP,Milton Keynes South,9400,1045,2017 General Election,92417,1725,Con Hold,64486,Iain Stewart,89.0,NoVote,Iain Stewart,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,,
343,W07000059,0.530131181,Rt Hon David Jones MP,Clwyd West,4593,699,2017 General Election,58263,3437,Con Hold,40654,Mr David Jones,69.0,NoVote,Mr David Jones,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
344,E14000988,0.5292471057,Rebecca Pow MP,Taunton Deane,9141,1122,2017 General Election,85457,15887,Con Hold,63053,Rebecca Pow,88.0,NoVote,Rebecca Pow,NoVote,AyeVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
345,E14000926,0.529205779,Daniel Kawczynski MP,Shrewsbury and Atcham,8080,978,2017 General Election,79043,6627,Con Hold,58203,Daniel Kawczynski,92.0,NoVote,Daniel Kawczynski,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote
346,E14000813,0.528804536,Ms Nadine Dorries MP,Mid Bedfordshire,8242,1025,2017 General Election,84161,20983,Con Hold,63138,Ms Nadine Dorries,92.0,NoVote,Ms Nadine Dorries,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote
347,E14000997,0.528574319,Tom Tugendhat MP,Tonbridge and Malling,9534,973,2017 General Election,77417,23508,Con Hold,56907,Tom Tugendhat,90.0,NoVote,Tom Tugendhat,NoVote,NoVote,NoVote,,,,,,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
348,E14001027,0.528225561,Rt Hon Grant Shapps MP,Welwyn Hatfield,8641,785,2017 General Election,72888,7369,Con Hold,51669,Grant Shapps,71.0,NoVote,Grant Shapps,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
349,E14001023,0.527748349,Ms Nusrat Ghani MP,Wealden,9946,1100,2017 General Election,81425,23628,Con Hold,60464,Ms Nusrat Ghani,91.0,NoVote,Ms Nusrat Ghani,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
350,N06000017,0.5261715432718289,David Simpson MP,Upper Bann,5180,640,2017 General Election,80168,7992,DUP Hold,51258,David Simpson,90.0,NoVote,David Simpson,NoVote,NoVote,NoVote,,,,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
351,E14000646,0.526126911,Fiona Bruce MP,Congleton,6891,1020,2017 General Election,76694,12619,Con Hold,56231,Fiona Bruce,88.0,NoVote,Fiona Bruce,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote
352,W07000078,0.525506701,Rt Hon Alun Cairns MP,Vale of Glamorgan,6912,884,2017 General Election,73959,2190,Con Hold,53718,Alun Cairns,69.0,,Alun Cairns,,,,,,,,,,,,AyeVote,AyeVote,AyeVote
353,E14001035,0.525193924,Harriett Baldwin MP,West Worcestershire,8250,996,2017 General Election,74375,21328,Con Hold,56471,Harriett Baldwin,91.0,NoVote,Harriett Baldwin,NoVote,NoVote,NoVote,,NoVote,,NoVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
354,E14000607,0.525137019,Rt Hon Anna Soubry MP,Broxtowe,8430,831,2017 General Election,74013,863,Con Hold,55508,Anna Soubry,69.0,AyeVote,Anna Soubry,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
355,E14000814,0.524707075,Mrs Pauline Latham MP,Mid Derbyshire,6344,812,2017 General Election,67466,11616,Con Hold,50371,Mrs Pauline Latham,92.0,NoVote,Mrs Pauline Latham,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
356,E14000728,0.523664029,Neil O'Brien MP,Harborough,7205,795,2017 General Election,78810,12429,Con Hold,57598,Neil O'Brien,89.0,NoVote,Neil O'Brien,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,,AyeVote,AyeVote,AyeVote
357,E14000775,0.523421607,Rt Hon George Howarth MP,Knowsley,4589,625,2017 General Election,81760,42214,Lab Hold,55483,Mr George Howarth,73.0,AyeVote,Mr George Howarth,AyeVote,AyeVote,NoVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
358,E14000925,0.5221134451714469,Philip Davies MP,Shipley,7845,963,2017 General Election,73133,4681,Con Hold,53395,Philip Davies,90.0,NoVote,Philip Davies,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote
359,E14000738,0.5220859152570758,Mr William Wragg MP,Hazel Grove,6525,769,2017 General Election,63166,5514,Con Hold,44132,Mr William Wragg,91.0,NoVote,Mr William Wragg,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote
360,W07000058,0.521971173,Guto Bebb MP,Aberconwy,3982,563,2017 General Election,45251,635,Con Hold,32150,Guto Bebb,86.0,AyeVote,Guto Bebb,NoVote,AyeVote,AyeVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
361,E14000994,0.521900806,Luke Hall MP,Thornbury and Yate,7011,781,2017 General Election,67892,12071,Con Hold,50690,Luke Hall,86.0,NoVote,Luke Hall,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
362,E14000794,0.521680356,Dan Carden MP,"Liverpool, Walton",3973,450,2017 General Election,62738,32551,Lab Hold,42197,Dan Carden,87.0,AyeVote,Dan Carden,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
363,E14000686,0.521666686,Antoinette Sandbach MP,Eddisbury,6360,834,2017 General Election,70272,11942,Con Hold,51319,Antoinette Sandbach,93.0,AyeVote,Antoinette Sandbach,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote,,AyeVote,NoVote,AyeVote,AyeVote,AyeVote
364,E14000776,0.519890842,Cat Smith MP,Lancaster and Fleetwood,7071,794,2017 General Election,67154,6661,Lab Hold,45989,Cat Smith,86.0,AyeVote,Cat Smith,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
365,E14000552,0.5194916652913022,Mohammad Yasin MP,Bedford,6521,565,2017 General Election,71829,789,Lab Gain,48480,Mohammad Yasin,90.0,AyeVote,Mohammad Yasin,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
366,N06000001,0.5194331216229027,Gavin Robinson MP,Belfast East,6272,570,2017 General Election,63495,8474,DUP Hold,42890,Gavin Robinson,90.0,NoVote,Gavin Robinson,NoVote,NoVote,NoVote,,,,NoVote,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote
367,E14000811,0.519275309,George Hollingbery MP,Meon Valley,7267,1079,2017 General Election,74246,25692,Con Hold,54192,George Hollingbery,92.0,NoVote,George Hollingbery,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
368,W07000068,0.518550864,Chris Davies MP,Brecon and Radnorshire,5273,660,2017 General Election,56010,8038,Con Hold,41334,Chris Davies,89.0,NoVote,Chris Davies,NoVote,NoVote,NoVote,AyeVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
369,E14000983,0.51851554,Rt Hon Michael Gove MP,Surrey Heath,9022,1071,2017 General Election,80764,24943,Con Hold,57822,Michael Gove,71.0,,Michael Gove,,,,,,,,,,,,AyeVote,AyeVote,AyeVote
370,E14000756,0.518508416,Mr Barry Sheerman MP,Huddersfield,4464,625,2017 General Election,67037,12005,Lab Hold,43834,Mr Barry Sheerman,92.0,AyeVote,Mr Barry Sheerman,AyeVote,AyeVote,AyeVote,NoVote,,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
371,E14000690,0.5181526511313745,Clive Efford MP,Eltham,8668,697,2017 General Election,64474,6296,Lab Hold,46155,Clive Efford,89.0,AyeVote,Clive Efford,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
372,E14000538,0.517879098,Rt Hon David Lidington MP,Aylesbury,8457,915,2017 General Election,82546,14656,Con Hold,58783,Mr David Lidington,74.0,,Mr David Lidington,,,,,,,,,,,,AyeVote,AyeVote,AyeVote
373,E14000884,0.5176303439962113,Stephen Morgan MP,Portsmouth South,8433,819,2017 General Election,69785,1554,Lab Gain,44566,Stephen Morgan,90.0,AyeVote,Stephen Morgan,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
374,E14000559,0.5170760650290732,Rt Hon Frank Field MP,Birkenhead,5088,652,2017 General Election,64484,25514,Lab Hold,43663,Frank Field,69.0,NoVote,Frank Field,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
375,E14000985,0.517,Rt Hon Andrew Mitchell MP,Sutton Coldfield,6571,887,2017 General Election,75652,15339,Con Hold,52858,Mr Andrew Mitchell,74.0,NoVote,Mr Andrew Mitchell,AyeVote,,NoVote,AyeVote,,,AyeVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote
376,E14000947,0.516530941,Robert Buckland MP,South Swindon,7508,849,2017 General Election,72372,2464,Con Hold,51271,Robert Buckland,91.0,NoVote,Robert Buckland,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
377,E14000846,0.516345075,Mr Jacob Rees-Mogg MP,North East Somerset,9252,787,2017 General Election,71355,10235,Con Hold,54043,Mr Jacob Rees-Mogg,92.0,NoVote,Mr Jacob Rees-Mogg,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,NoVote,NoVote
378,E14000635,0.515858182,Michelle Donelan MP,Chippenham,9444,894,2017 General Election,76432,16630,Con Hold,57140,Michelle Donelan,91.0,NoVote,Michelle Donelan,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
379,E14000644,0.515144818,Will Quince MP,Colchester,8545,945,2017 General Election,79996,5677,Con Hold,53545,Will Quince,88.0,NoVote,Will Quince,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,NoVote
380,E14000890,0.515101462,Alok Sharma MP,Reading West,8411,699,2017 General Election,74523,2876,Con Hold,51766,Alok Sharma,88.0,NoVote,Alok Sharma,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
381,E14000563,0.515,Rt Hon Liam Byrne MP,"Birmingham, Hodge Hill",2124,387,2017 General Election,75698,31026,Lab Hold,46394,Liam Byrne,67.0,AyeVote,Liam Byrne,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
382,E14000845,0.514300732,Rt Hon Sir Oliver Heald QC MP,North East Hertfordshire,9318,904,2017 General Election,75965,16835,Con Hold,55580,Sir Oliver Heald,71.0,NoVote,Sir Oliver Heald,AyeVote,NoVote,NoVote,NoVote,,,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
383,S14000009,0.51339391,Jamie Stone MP,"Caithness, Sutherland and Easter Ross",3611,407,2017 General Election,46868,2044,LD Gain,30901,Jamie Stone,88.0,AyeVote,Jamie Stone,,,AyeVote,NoVote,,,,,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
384,E14000984,0.512838788,Paul Scully MP,Sutton and Cheam,8849,696,2017 General Election,70404,12698,Con Hold,51970,Paul Scully,88.0,NoVote,Paul Scully,NoVote,NoVote,NoVote,AyeVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
385,E14000910,0.512395335,Mrs Kemi Badenoch MP,Saffron Walden,9561,1127,2017 General Election,83072,24966,Con Hold,60911,Mrs Kemi Badenoch,92.0,NoVote,Mrs Kemi Badenoch,NoVote,NoVote,NoVote,,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote,AyeVote
386,E14000664,0.512354118,Rt Hon Sir Patrick McLoughlin MP,Derbyshire Dales,7783,774,2017 General Election,64430,14327,Con Hold,49571,Sir Patrick McLoughlin,81.0,NoVote,Sir Patrick McLoughlin,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
387,E14000566,0.512,Mr Khalid Mahmood MP,"Birmingham, Perry Barr",2699,366,2017 General Election,70106,18383,Lab Hold,44197,Mr Khalid Mahmood,92.0,AyeVote,Mr Khalid Mahmood,AyeVote,AyeVote,,NoVote,AyeVote,,AyeVote,AyeVote,,AyeVote,NoVote,NoVote,NoVote,NoVote
388,E14001021,0.511519779,Richard Harrington MP,Watford,9196,736,2017 General Election,86507,2092,Con Hold,58610,Richard Harrington,92.0,AyeVote,Richard Harrington,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,NoVote,AyeVote,,NoVote,AyeVote,AyeVote,AyeVote
389,E14001018,0.511100543,Faisal Rashid MP,Warrington South,8569,996,2017 General Election,85617,2549,Lab Gain,61995,Faisal Rashid,90.0,AyeVote,Faisal Rashid,AyeVote,AyeVote,AyeVote,NoVote,AyeVote,,AyeVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote
390,E14001031,0.510392986,Rt Hon Sir Oliver Letwin MP,West Dorset,9974,1112,2017 General Election,82277,19091,Con Hold,59598,Sir Oliver Letwin,77.0,,Sir Oliver Letwin,AyeVote,AyeVote,,NoVote,AyeVote,AyeVote,AyeVote,NoVote,NoVote,NoVote,NoVote,AyeVote,AyeVote,AyeVote
